# frames 151  V 32652.488  rho0 0.066151  nO 1440 nSi 720
# r  g_SiO  g_OO  g_SiSi  g_total(neutron)
3.629999999999999893e+00 1.293575185645849057e+00 5.720322985015212636e-01 2.619899110168807943e-02 8.141308493453619510e-01
3.650000000000000355e+00 1.322729450607479151e+00 5.935619936349737502e-01 3.488243429904348131e-02 8.377278993029965148e-01
3.669999999999999929e+00 1.381917985793101433e+00 5.952431967875140284e-01 3.524263622424780168e-02 8.616299419071176136e-01
3.690000000000000391e+00 1.407630036448219935e+00 6.044105936723673800e-01 4.315041850560009246e-02 8.771291941761540922e-01
3.709999999999999964e+00 1.436205735318210719e+00 5.992983085959033840e-01 5.040376116561118974e-02 8.859452122705402388e-01
3.730000000000000426e+00 1.457647404558234383e+00 6.216384831126081645e-01 5.964675524012744146e-02 9.070284436082911572e-01
3.750000000000000000e+00 1.482859059211002473e+00 6.183300390963420989e-01 7.529959246868987710e-02 9.161006269102173194e-01
3.770000000000000462e+00 1.520767499607729389e+00 6.199611959930457772e-01 8.267706286740938992e-02 9.322056481106425485e-01
3.790000000000000036e+00 1.554964401701926624e+00 6.319227429246023764e-01 1.046849524757157979e-01 9.534911064403972514e-01
3.810000000000000497e+00 1.566694583226005522e+00 6.436567893647727745e-01 1.152510957775452344e-01 9.651426556911766319e-01
3.830000000000000071e+00 1.599536639208049893e+00 6.515478345391211290e-01 1.391688523891844997e-01 9.838260249690350401e-01
3.849999999999999645e+00 1.641859000410883285e+00 6.544257606152498186e-01 1.565381492582974265e-01 1.003013144976274917e+00
3.870000000000000107e+00 1.663109730286360222e+00 6.710618671830120840e-01 1.830722821544605583e-01 1.022126152271919830e+00
3.889999999999999680e+00 1.691570328806940138e+00 6.759700396457883897e-01 2.176090473239078726e-01 1.038227339196935883e+00
3.910000000000000142e+00 1.726256811628502419e+00 6.893193903172867287e-01 2.403580014430227174e-01 1.060507243499301033e+00
3.929999999999999716e+00 1.727214703569136756e+00 7.030074404746651240e-01 2.542518502236407185e-01 1.069270351345454451e+00
3.950000000000000178e+00 1.787315705451326897e+00 7.078204204304922031e-01 2.918934826662564763e-01 1.097811475635907419e+00
3.969999999999999751e+00 1.816793238998258397e+00 7.097103628012614296e-01 3.237109066326994133e-01 1.112480778025981332e+00
3.990000000000000213e+00 1.836782030145870603e+00 7.109014197329336371e-01 3.563368606316420495e-01 1.123145333915688715e+00
4.009999999999999787e+00 1.880228690738104946e+00 7.097627201636197425e-01 3.953161082275377658e-01 1.142087753201006084e+00
4.030000000000000249e+00 1.910921170254348267e+00 7.268020409031993312e-01 4.173593272003186527e-01 1.164771442503145460e+00
4.050000000000000711e+00 1.937426221826078265e+00 7.375515606042870598e-01 4.660670171687949503e-01 1.184266516079848008e+00
4.070000000000000284e+00 1.994630191618024018e+00 7.450994559822898822e-01 4.855445389215594099e-01 1.211907987439463597e+00
4.089999999999999858e+00 2.031972465884107404e+00 7.558878042645543749e-01 5.238679013607464574e-01 1.234908715775322463e+00
4.109999999999999432e+00 2.095416820338247277e+00 7.575393845594864395e-01 5.677123948099497275e-01 1.263461680070597115e+00
4.129999999999999893e+00 2.126548313873620977e+00 7.627725288821669558e-01 6.276161259459084318e-01 1.282534779446500295e+00
4.150000000000000355e+00 2.159152101572381799e+00 7.618949571538160548e-01 6.414334473584366592e-01 1.295666883603482589e+00
4.169999999999999929e+00 2.209884848577942318e+00 7.717846018054352886e-01 7.009629131411224678e-01 1.324846047320933806e+00
4.189999999999999503e+00 2.134668168823000922e+00 7.630635130493734763e-01 7.131947150398901814e-01 1.291778266710093215e+00
4.209999999999999964e+00 2.111999771663582770e+00 7.902909494083003583e-01 7.317179310002320802e-01 1.299042793876706625e+00
4.230000000000000426e+00 2.040826281997841551e+00 8.016653929125898692e-01 7.940128161216973846e-01 1.281920686242126184e+00
4.250000000000000000e+00 1.949256318880228989e+00 8.073239219214977114e-01 7.970325174990975370e-01 1.249672208862293132e+00
4.269999999999999574e+00 1.823488563916739968e+00 8.282708887319496505e-01 8.276336872569388659e-01 1.214364406714821820e+00
4.290000000000000036e+00 1.706919944621681395e+00 8.311173799832738407e-01 8.246242754521544427e-01 1.170472520121107918e+00
4.310000000000000497e+00 1.565984751305486977e+00 8.325799569258961474e-01 8.614837092535805319e-01 1.119140607220406869e+00
4.330000000000000071e+00 1.434656476870467712e+00 8.618650207516042050e-01 8.914318774618585906e-01 1.086154773151140063e+00
4.349999999999999645e+00 1.281858035540505814e+00 8.582120461696315372e-01 8.716757437614388593e-01 1.023517565789887174e+00
4.370000000000000107e+00 1.149563489691766360e+00 8.853559589846543565e-01 9.294195175598207737e-01 9.909226309792208420e-01
4.390000000000000568e+00 1.022979766796074719e+00 8.852303761330850840e-01 9.235539015129102802e-01 9.413340585197680355e-01
4.410000000000000142e+00 9.329895717594920423e-01 8.958236025391619339e-01 9.464307661388307036e-01 9.137535070190179187e-01
4.429999999999999716e+00 8.591677965257986660e-01 9.003966872440117841e-01 9.691960771912248029e-01 8.891716037536839812e-01
4.450000000000000178e+00 7.959357890791645129e-01 9.296184704440112467e-01 9.817924322933009318e-01 8.813689191612504858e-01
4.470000000000000639e+00 7.504946369540546058e-01 9.469855128494411023e-01 1.014559103016803965e+00 8.754348189374099309e-01
4.490000000000000213e+00 7.135684682067401363e-01 9.666825444111385446e-01 1.022994148939942782e+00 8.723813798230892758e-01
4.509999999999999787e+00 6.909748624069467215e-01 9.853817239520888949e-01 1.043642948770057588e+00 8.751944507256899097e-01
4.530000000000000249e+00 6.643031930512076633e-01 1.005614384951870610e+00 1.092519331799563176e+00 8.792150786642245475e-01
4.550000000000000711e+00 6.559105613554778724e-01 1.033110242486996899e+00 1.120134738527010621e+00 8.927947368212098000e-01
4.570000000000000284e+00 6.514933638520719050e-01 1.057504536811358919e+00 1.147861691568593079e+00 9.062414976737116490e-01
4.589999999999999858e+00 6.588267255821672608e-01 1.070485108283305120e+00 1.180263302962098582e+00 9.183778981338386327e-01
4.610000000000000320e+00 6.484368234819153365e-01 1.102842418740198394e+00 1.199096590116985217e+00 9.332116478964509465e-01
